GO
INSERT INTO Owners (Owner_id, Phone, Email) VALUES
    (985, 6, 3, 1, 904, 7162, 1966, 985),
    (986, 6, 3, 1, 1479, 13517, 1976, 986),
    (987, 6, 3, 1, 1144, 10000, 1961, 987),
    (988, 6, 3, 1, 948, 8978, 1968, 988),
    (989, 5, 3, 1, 912, 6768, 1961, 989),
    (990, 6, 3, 1, 1464, 12886, 1963, 990),
    (991, 6, 3, 1, 1386, 11616, 1978, 991),
    (992, 5, 2, 1, 858, 7252, 1982, 992),
    (993, 5, 3, 1, 894, 13350, 1974, 993),
    (994, 7, 3, 1, 1285, 8197, 1977, 994),
    (995, 4, 2, 1, 1067, 9600, 1950, 995),
    (996, 6, 3, 1, 1701, 16647, 1975, 996),
    (997, 6, 3, 1, 1779, 17920, 1955, 997),
    (998, 6, 3, 1, 1040, 6897, 1962, 998),
    (999, 5, 3, 1, 1120, 6970, 1961, 999)
GO
INSERT INTO Basements (House_id, Condition, Area) VALUES
    (0, 'TA', 832),
    (1, 'TA', 520),
    (2, 'TA', 816),
    (3, 'TA', 672),
    (5, 'TA', 896),
    (6, 'TA', 504),
    (7, 'TA', 728),
    (8, 'TA', 952),
    (10, 'TA', 844),
    (11, 'TA', 972),
    (13, 'TA', 788),
    (14, 'TA', 884),
    (15, 'TA', 1078),
    (16, 'TA', 709),
    (17, 'TA', 1026),
    (18, 'TA', 1004),
    (19, 'Fa', 611),
    (21, 'TA', 1065),
    (22, 'Fa', 993),
    (23, 'TA', 884),
    (24, 'Gd', 816),
    (26, 'Fa', 264),
    (27, 'TA', 927),
    (30, 'TA', 1145),
    (32, 'TA', 784),
    (35, 'TA', 858),
    (36, 'TA', 728),
    (37, 'TA', 440),
    (38, 'TA', 747),
    (39, 'TA', 672),
    (40, 'TA', 960),
    (41, 'TA', 915),
    (45, 'Fa', 884),
    (46, 'TA', 764),
    (47, 'TA', 780),
    (52, 'TA', 939),
    (53, 'TA', 862),
    (54, 'TA', 833),
    (55, 'TA', 952),
    (56, 'TA', 1304),
    (57, 'TA', 938),
    (58, 'TA', 1602),
    (59, 'TA', 1617),
    (61, 'TA', 1444),
    (62, 'TA', 1385),
    (63, 'TA', 1160),
    (65, 'TA', 1062),
    (67, 'TA', 1580),
    (70, 'TA', 1437),
    (72, 'TA', 1643),
    (73, 'Fa', 832),
    (74, 'TA', 616),
    (75, 'TA', 1010),
    (77, 'TA', 907),
    (78, 'TA', 1032),
    (79, 'TA', 1306),
    (82, 'TA', 1332),
    (84, 'TA', 856),
    (85, 'TA', 920),
    (87, 'TA', 1777),
    (88, 'TA', 1234),
    (89, 'TA', 1097),
    (90, 'TA', 938),
    (91, 'TA', 860),
    (92, 'TA', 780),
    (95, 'TA', 990),
    (96, 'TA', 824),
    (97, 'TA', 1588),
    (98, 'TA', 1226),
    (99, 'TA', 1264),
    (100, 'TA', 728),
    (101, 'TA', 1004),
    (104, 'TA', 1490),
    (107, 'TA', 864),
    (108, 'TA', 990),
    (111, 'TA', 1498),
    (112, 'Gd', 894),
    (116, 'TA', 963),
    (117, 'TA', 1482),
    (118, 'TA', 1079),
    (119, 'TA', 1028),
    (121, 'TA', 894),
    (122, 'TA', 2000),
    (125, 'TA', 847),
    (127, 'TA', 939),
    (128, 'TA', 1468),
    (131, 'TA', 1208),
    (132, 'TA', 799),
    (133, 'TA', 915),
    (137, 'TA', 794),
    (140, 'TA', 770),
    (141, 'TA', 924),
    (142, 'TA', 1494),
    (143, 'TA', 1040),
    (144, 'TA', 1440),
    (145, 'TA', 1299),
    (147, 'TA', 738),
    (148, 'TA', 1626),
    (150, 'TA', 971),
    (151, 'TA', 1232),
    (154, 'TA', 1479),
    (155, 'TA', 866),
    (157, 'TA', 1614),
    (158, 'TA', 1413),
    (159, 'TA', 728),
    (160, 'TA', 1649),
    (161, 'TA', 798),
    (162, 'TA', 941),
    (163, 'TA', 1099),
    (166, 'TA', 804),
    (167, 'TA', 864),
    (170, 'TA', 1500),
    (171, 'Gd', 1391),
    (172, 'TA', 936),
    (173, 'TA', 768),
    (174, 'TA', 1337),
    (175, 'TA', 1800),
    (178, 'TA', 1187),
    (179, 'Gd', 985),
    (180, 'TA', 1504),
    (181, 'TA', 1199),
    (182, 'TA', 882),
    (183, 'TA', 1654),
    (184, 'TA', 1055),
    (185, 'TA', 990),
    (186, 'TA', 1316),
    (189, 'TA', 990),
    (191, 'TA', 1314),
    (192, 'TA', 1552),
    (194, 'TA', 1694),
    (196, 'TA', 1212),
    (198, 'TA', 1630),
    (199, 'TA', 1682),
    (200, 'TA', 847),
    (204, 'TA', 1040),
    (205, 'Gd', 990),
    (206, 'TA', 1274),
    (207, 'TA', 1622),
    (208, 'TA', 1753),
    (209, 'TA', 911),
    (211, 'TA', 864),
    (212, 'TA', 1284),
    (214, 'TA', 992),
    (215, 'TA', 873),
    (216, 'TA', 1657),
    (217, 'TA', 1108),
    (218, 'TA', 1525),
    (219, 'Gd', 1286),
    (221, 'TA', 944),
    (222, 'TA', 1422),
    (223, 'TA', 1220),
    (224, 'Gd', 756),
    (225, 'TA', 876),
    (226, 'TA', 1809),
    (228, 'TA', 793),
    (229, 'Gd', 853),
    (230, 'TA', 798),
    (235, 'TA', 715),
    (237, 'TA', 768),
    (238, 'TA', 1276),
    (240, 'TA', 1430),
    (242, 'TA', 776),
    (243, 'TA', 700),
    (244, 'TA', 1477),
    (247, 'TA', 912),
    (248, 'TA', 1017),
    (250, 'Fa', 602),
    (254, 'TA', 704),
    (256, 'TA', 1296),
    (257, 'TA', 952),
    (258, 'TA', 731),
    (259, 'TA', 747),
    (260, 'TA', 792),
    (262, 'TA', 661),
    (263, 'TA', 771),
    (265, 'TA', 896),
    (266, 'TA', 1844),
    (270, 'TA', 458),
    (272, 'TA', 1125),
    (273, 'TA', 572),
    (274, 'Gd', 1202),
    (276, 'TA', 1121),
    (277, 'TA', 864),
    (278, 'TA', 1212),
    (279, 'Fa', 735),
    (280, 'Gd', 1143),
    (281, 'TA', 768),
    (285, 'Po', 683),
    (286, 'TA', 658),
    (288, 'Gd', 861),
    (290, 'Fa', 1276),
    (294, 'TA', 1214),
    (295, 'TA', 3138),
    (298, 'TA', 996),
    (299, 'TA', 1163),
    (300, 'Gd', 896),
    (301, 'TA', 864),
    (302, 'TA', 796),
    (303, 'TA', 1094),
    (307, 'TA', 672),
    (309, 'TA', 941),
    (310, 'TA', 1698),
    (312, 'Fa', 836),
    (315, 'TA', 768),
    (316, 'Gd', 1090),
    (318, 'TA', 1134),
    (319, 'TA', 894),
    (321, 'TA', 1132),
    (325, 'TA', 1216),
    (327, 'TA', 690),
    (329, 'TA', 698),
    (330, 'TA', 1466),
    (331, 'TA', 1127),
    (333, 'TA', 784),
    (334, 'TA', 672),
    (337, 'TA', 1019),
    (338, 'TA', 864),
    (339, 'TA', 6110),
    (341, 'TA', 864),
    (343, 'TA', 816),
    (344, 'TA', 984),
    (345, 'Fa', 864),
    (347, 'TA', 697),
    (348, 'TA', 560),
    (351, 'TA', 832),
    (353, 'TA', 684),
    (354, 'Gd', 680),
    (355, 'TA', 384),
    (356, 'TA', 992),
    (358, 'TA', 1392),
    (359, 'TA', 840),
    (360, 'TA', 1424),
    (362, 'TA', 860),
    (363, 'TA', 975),
    (364, 'TA', 802),
    (365, 'TA', 864),
    (366, 'TA', 697),
    (367, 'TA', 716),
    (370, 'TA', 953),
    (372, 'TA', 806),
    (373, 'TA', 1340),
    (374, 'TA', 926),
    (377, 'Gd', 707),
    (378, 'Gd', 654),
    (379, 'TA', 729),
    (380, 'TA', 384),
    (381, 'TA', 783),
    (382, 'TA', 1406),
    (383, 'TA', 728),
    (385, 'TA', 952),
    (387, 'Gd', 1237),
    (388, 'TA', 712),
    (390, 'TA', 702),
    (392, 'TA', 808),
    (393, 'TA', 783),
    (394, 'TA', 1670),
    (395, 'TA', 742),
    (399, 'TA', 783),
    (400, 'TA', 384),
    (405, 'TA', 924),
    (406, 'TA', 773),
    (407, 'TA', 408),
    (408, 'TA', 384),
    (410, 'TA', 847),
    (412, 'TA', 959),
    (413, 'TA', 994),
    (415, 'TA', 879),
    (416, 'TA', 559),
    (417, 'TA', 788),
    (418, 'TA', 856),
    (419, 'TA', 841),
    (420, 'TA', 978),
    (421, 'TA', 935),
    (422, 'TA', 616),
    (423, 'TA', 1746),
    (424, 'TA', 839),
    (425, 'Gd', 732),
    (426, 'TA', 936),
    (428, 'TA', 637),
    (429, 'Fa', 530),
    (430, 'TA', 1040),
    (433, 'TA', 740),
    (434, 'TA', 910),
    (435, 'TA', 319),
    (436, 'TA', 720),
    (437, 'TA', 596),
    (439, 'Po', 961),
    (440, 'TA', 780),
    (441, 'TA', 780),
    (445, 'TA', 951),
    (446, 'Fa', 1007),
    (447, 'TA', 684),
    (448, 'TA', 1012),
    (449, 'TA', 816),
    (450, 'Fa', 796),
    (451, 'TA', 803),
    (452, 'TA', 796),
    (454, 'TA', 1434),
    (455, 'TA', 845),
    (456, 'TA', 1188),
    (457, 'TA', 1196),
    (458, 'TA', 816),
    (459, 'TA', 1560),
    (460, 'TA', 1003),
    (461, 'TA', 888),
    (462, 'TA', 804),
    (463, 'TA', 988),
    (464, 'TA', 1084),
    (465, 'TA', 768),
    (466, 'TA', 1389),
    (467, 'Gd', 816),
    (468, 'TA', 1120),
    (469, 'TA', 983),
    (471, 'TA', 1029),
    (473, 'TA', 1064),
    (474, 'TA', 864),
    (475, 'TA', 784),
    (476, 'TA', 1710),
    (478, 'TA', 974),
    (479, 'TA', 1567),
    (481, 'TA', 876),
    (482, 'TA', 1012),
    (483, 'TA', 864),
    (484, 'TA', 816),
    (486, 'TA', 1126),
    (488, 'TA', 1140),
    (489, 'TA', 1253),
    (490, 'TA', 1004),
    (491, 'TA', 1029),
    (492, 'TA', 900),
    (495, 'TA', 1297),
    (498, 'TA', 1150),
    (499, 'TA', 384),
    (500, 'TA', 1425),
    (501, 'TA', 1947),
    (502, 'TA', 2223),
    (503, 'TA', 1086),
    (504, 'TA', 952),
    (506, 'TA', 1065),
    (508, 'TA', 1235),
    (511, 'TA', 660),
    (512, 'TA', 1008),
    (513, 'TA', 924),
    (514, 'TA', 1063),
    (519, 'Gd', 1080),
    (522, 'TA', 1360),
    (523, 'TA', 1100),
    (524, 'TA', 1092),
    (525, 'TA', 1070),
    (526, 'TA', 864),
    (529, 'TA', 1302),
    (530, 'TA', 1314),
    (534, 'TA', 858),
    (535, 'TA', 1416),
    (537, 'TA', 710),
    (538, 'TA', 1383),
    (539, 'TA', 1056),
    (542, 'TA', 1478),
    (545, 'TA', 1268),
    (546, 'TA', 1063),
    (549, 'TA', 864),
    (550, 'TA', 1056),
    (551, 'TA', 1196),
    (554, 'Gd', 1277),
    (555, 'TA', 728),
    (556, 'TA', 1113),
    (557, 'TA', 1073),
    (558, 'TA', 806),
    (559, 'TA', 1269),
    (560, 'TA', 912),
    (561, 'TA', 1041),
    (563, 'TA', 864),
    (564, 'TA', 1244),
    (565, 'TA', 928),
    (567, 'TA', 864),
    (568, 'TA', 1092),
    (569, 'TA', 864),
    (571, 'TA', 832),
    (572, 'TA', 1144),
    (574, 'TA', 936),
    (575, 'TA', 832),
    (577, 'TA', 978),
    (578, 'TA', 1156),
    (579, 'TA', 1040),
    (580, 'TA', 1248),
    (581, 'TA', 1056),
    (582, 'TA', 1952),
    (583, 'TA', 981),
    (586, 'TA', 1053),
    (587, 'TA', 912),
    (588, 'Fa', 1392),
    (589, 'TA', 1021),
    (590, 'TA', 1136),
    (591, 'TA', 864),
    (593, 'TA', 1026),
    (594, 'TA', 864),
    (595, 'TA', 912),
    (596, 'TA', 773),
    (598, 'TA', 980),
    (599, 'TA', 1024),
    (600, 'TA', 1442),
    (603, 'TA', 1516),
    (605, 'TA', 1127),
    (607, 'TA', 1148),
    (608, 'TA', 1002),
    (610, 'TA', 105),
    (612, 'TA', 892),
    (615, 'TA', 672),
    (617, 'TA', 858),
    (618, 'TA', 992),
    (620, 'TA', 1184),
    (621, 'TA', 925),
    (622, 'TA', 585),
    (623, 'TA', 1144),
    (626, 'TA', 720),
    (627, 'TA', 944),
    (628, 'TA', 822),
    (629, 'TA', 1050),
    (630, 'TA', 1657),
    (631, 'Fa', 1082),
    (634, 'TA', 816),
    (635, 'TA', 1154),
    (638, 'TA', 1048),
    (639, 'TA', 1096),
    (640, 'TA', 1251),
    (641, 'TA', 864),
    (642, 'TA', 936),
    (643, 'TA', 950),
    (644, 'TA', 1010),
    (645, 'TA', 655),
    (646, 'TA', 816),
    (647, 'TA', 1008),
    (648, 'TA', 1040),
    (649, 'TA', 1005),
    (650, 'TA', 1032),
    (651, 'TA', 952),
    (652, 'TA', 932),
    (653, 'TA', 864),
    (654, 'TA', 1219),
    (655, 'TA', 1261),
    (656, 'TA', 864),
    (658, 'TA', 925),
    (660, 'TA', 1040),
    (661, 'Fa', 2136),
    (664, 'TA', 1075),
    (666, 'TA', 876),
    (667, 'TA', 2110),
    (669, 'TA', 1050),
    (670, 'TA', 874),
    (671, 'TA', 1152),
    (673, 'TA', 1120),
    (676, 'TA', 1478),
    (678, 'TA', 858),
    (680, 'TA', 1078),
    (683, 'TA', 1205),
    (684, 'TA', 864),
    (685, 'TA', 1208),
    (687, 'TA', 1144),
    (688, 'TA', 1024),
    (689, 'TA', 1252),
    (690, 'TA', 913),
    (691, 'TA', 1319),
    (693, 'TA', 1078),
    (697, 'TA', 1462),
    (698, 'TA', 1152),
    (699, 'TA', 1347),
    (700, 'TA', 1086),
    (704, 'TA', 1264),
    (706, 'TA', 969),
    (707, 'TA', 1095),
    (709, 'Gd', 1629),
    (710, 'TA', 1195),
    (712, 'TA', 1311),
    (713, 'TA', 1720),
    (714, 'TA', 1318),
    (715, 'TA', 1252),
    (716, 'TA', 1117),
    (717, 'TA', 1225),
    (718, 'TA', 1396),
    (719, 'Gd', 1338),
    (720, 'TA', 973),
    (721, 'TA', 1463),
    (722, 'TA', 1930),
    (723, 'TA', 1683),
    (729, 'TA', 1393),
    (730, 'TA', 750),
    (732, 'TA', 2633),
    (733, 'TA', 1284),
    (734, 'TA', 1223),
    (736, 'TA', 1158),
    (738, 'TA', 1704),
    (742, 'TA', 1572),
    (743, 'TA', 1541),
    (744, 'TA', 1582),
    (745, 'TA', 1713),
    (746, 'TA', 2392),
    (749, 'TA', 1896),
    (750, 'Gd', 1249),
    (751, 'TA', 1136),
    (753, 'TA', 1848),
    (754, 'TA', 1682),
    (756, 'TA', 3094),
    (759, 'TA', 2153),
    (760, 'TA', 1833),
    (761, 'TA', 1792),
    (762, 'TA', 2006),
    (763, 'TA', 1452),
    (765, 'TA', 998),
    (766, 'TA', 1517),
    (768, 'TA', 1722),
    (769, 'TA', 1058),
    (772, 'TA', 1935),
    (773, 'TA', 1926),
    (774, 'TA', 1734),
    (775, 'TA', 2078),
    (776, 'TA', 1462),
    (777, 'TA', 2330),
    (780, 'TA', 1700),
    (784, 'TA', 1502),
    (785, 'Gd', 2076),
    (792, 'TA', 1844),
    (794, 'TA', 1304),
    (798, 'TA', 1422),
    (799, 'TA', 795),
    (801, 'TA', 845),
    (802, 'TA', 1372),
    (803, 'TA', 1208),
    (804, 'TA', 796),
    (806, 'TA', 1242),
    (807, 'TA', 808),
    (809, 'TA', 689),
    (810, 'TA', 1650),
    (811, 'Gd', 1204),
    (813, 'TA', 1522),
    (815, 'TA', 1386),
    (818, 'TA', 1164),
    (819, 'TA', 1064),
    (820, 'TA', 1176),
    (821, 'Gd', 1142),
    (822, 'TA', 980),
    (824, 'TA', 1040),
    (825, 'TA', 1090),
    (826, 'TA', 1054),
    (827, 'TA', 1686),
    (828, 'TA', 1126),
    (829, 'TA', 832),
    (830, 'TA', 1161),
    (833, 'TA', 1442),
    (834, 'TA', 810),
    (836, 'TA', 2524),
    (837, 'TA', 1193),
    (838, 'TA', 727),
    (839, 'TA', 1258),
    (840, 'TA', 1271),
    (842, 'TA', 780),
    (843, 'TA', 901),
    (844, 'TA', 1056),
    (848, 'Gd', 723),
    (849, 'TA', 1680),
    (850, 'TA', 1328),
    (851, 'TA', 832),
    (852, 'TA', 1350),
    (854, 'TA', 570),
    (856, 'TA', 791),
    (857, 'TA', 708),
    (858, 'TA', 1440),
    (859, 'TA', 539),
    (860, 'TA', 1542),
    (861, 'TA', 952),
    (863, 'TA', 747),
    (865, 'TA', 440),
    (867, 'TA', 789),
    (868, 'TA', 672),
    (870, 'TA', 882),
    (871, 'TA', 1149),
    (873, 'TA', 968),
    (875, 'TA', 1107),
    (876, 'TA', 660),
    (877, 'TA', 755),
    (878, 'TA', 617),
    (879, 'TA', 720),
    (880, 'TA', 686),
    (881, 'TA', 686),
    (882, 'TA', 540),
    (884, 'TA', 926),
    (885, 'TA', 680),
    (886, 'TA', 1470),
    (887, 'Gd', 728),
    (888, 'TA', 1162),
    (889, 'TA', 624),
    (890, 'TA', 735),
    (893, 'TA', 901),
    (895, 'TA', 649),
    (896, 'TA', 813),
    (898, 'TA', 588),
    (899, 'TA', 907),
    (903, 'TA', 825),
    (904, 'TA', 928),
    (905, 'TA', 1050),
    (906, 'TA', 1237),
    (908, 'Fa', 636),
    (909, 'Fa', 1095),
    (910, 'TA', 768),
    (912, 'TA', 718),
    (913, 'TA', 880),
    (914, 'Fa', 264),
    (915, 'Fa', 1240),
    (916, 'Fa', 576),
    (917, 'TA', 742),
    (919, 'TA', 901),
    (920, 'TA', 849),
    (921, 'TA', 1559),
    (922, 'TA', 650),
    (923, 'TA', 876),
    (924, 'TA', 676),
    (925, 'TA', 1088),
    (926, 'TA', 600),
    (927, 'Fa', 485),
    (928, 'TA', 916),
    (929, 'TA', 691),
    (930, 'TA', 1022),
    (933, 'TA', 796),
    (934, 'TA', 833),
    (936, 'TA', 572),
    (937, 'TA', 650),
    (938, 'TA', 818),
    (939, 'TA', 1120),
    (941, 'TA', 815),
    (942, 'TA', 735),
    (943, 'TA', 994),
    (944, 'TA', 924),
    (945, 'TA', 1510),
    (946, 'TA', 693),
    (947, 'TA', 960),
    (950, 'TA', 596),
    (951, 'TA', 714),
    (952, 'TA', 672),
    (955, 'TA', 656),
    (957, 'TA', 1040),
    (959, 'TA', 1060),
    (960, 'TA', 1228),
    (961, 'TA', 955),
    (962, 'TA', 1092),
    (963, 'TA', 1461),
    (964, 'TA', 1052),
    (965, 'TA', 1140),
    (966, 'TA', 912),
    (968, 'TA', 882),
    (970, 'TA', 1281),
    (971, 'TA', 672),
    (972, 'TA', 864),
    (973, 'TA', 970),
    (977, 'TA', 1392),
    (978, 'TA', 1164),
    (979, 'TA', 840),
    (980, 'TA', 1029),
    (983, 'TA', 988),
    (985, 'TA', 876),
    (988, 'TA', 948),
    (989, 'TA', 912),
    (990, 'TA', 520),
    (991, 'TA', 672),
    (992, 'TA', 858),
    (994, 'TA', 660),
    (997, 'TA', 1763)
GO
INSERT INTO Garages (House_id, [Garage Type], [Car Capacity], Area, Condition) VALUES
    (0, 'Detchd', 2, 576, 'TA'),
    (1, 'Detchd', 1, 240, 'TA'),
    (2, 'Detchd', 2, 528, 'TA'),
    (3, 'Detchd', 1, 240, 'TA'),
    (4, 'Detchd', 1, 180, 'TA'),
    (6, 'Attchd', 2, 576, 'TA'),
    (8, 'Detchd', 2, 672, 'TA'),
    (9, 'Detchd', 1, 384, 'TA'),
    (11, 'Detchd', 1, 312, 'TA'),
    (12, 'Detchd', 1, 240, 'TA'),
    (14, 'Detchd', 1, 180, 'TA'),
    (15, 'Detchd', 2, 360, 'TA'),
    (19, 'Detchd', 2, 502, 'Fa'),
    (23, 'Detchd', 1, 240, 'TA'),
    (27, 'Detchd', 2, 576, 'TA'),
    (28, 'Detchd', 1, 205, 'TA'),
    (31, 'Attchd', 2, 528, 'TA'),
    (39, 'Detchd', 1, 240, 'TA'),
    (40, 'Detchd', 1, 180, 'TA'),
    (41, 'Detchd', 2, 495, 'TA'),
    (43, 'Detchd', 1, 216, 'TA'),
    (45, 'Detchd', 1, 560, 'TA'),
    (48, 'Detchd', 1, 287, 'Fa'),
    (50, 'Detchd', 2, 624, 'TA'),
    (53, 'BuiltIn', 1, 208, 'TA'),
    (55, 'Detchd', 1, 192, 'Po'),
    (56, 'Attchd', 2, 667, 'TA'),
    (58, 'Attchd', 2, 564, 'TA'),
    (59, 'Attchd', 1, 303, 'TA'),
    (60, 'Attchd', 2, 521, 'TA'),
    (61, 'Attchd', 2, 389, 'TA'),
    (63, 'Attchd', 2, 505, 'TA'),
    (64, 'Attchd', 2, 445, 'TA'),
    (67, 'Attchd', 2, 501, 'TA'),
    (68, 'Attchd', 2, 576, 'TA'),
    (69, 'Attchd', 2, 529, 'TA'),
    (73, 'Attchd', 2, 444, 'TA'),
    (75, 'Attchd', 2, 440, 'TA'),
    (76, 'Attchd', 2, 538, 'TA'),
    (78, 'Attchd', 1, 349, 'TA'),
    (82, 'Attchd', 2, 586, 'TA'),
    (84, 'Attchd', 2, 548, 'TA'),
    (85, 'Attchd', 2, 608, 'TA'),
    (87, 'Attchd', 2, 534, 'TA'),
    (88, 'Attchd', 2, 484, 'TA'),
    (90, 'Detchd', 1, 308, 'TA'),
    (91, 'Attchd', 2, 565, 'TA'),
    (92, 'Detchd', 1, 352, 'TA'),
    (96, 'Attchd', 2, 684, 'TA'),
    (97, 'Attchd', 2, 472, 'TA'),
    (98, 'Attchd', 3, 740, 'TA'),
    (99, 'BuiltIn', 3, 792, 'TA'),
    (101, 'Attchd', 3, 660, 'TA'),
    (103, 'Attchd', 2, 660, 'TA'),
    (104, 'Attchd', 2, 577, 'TA'),
    (105, 'Attchd', 2, 440, 'TA'),
    (108, 'Attchd', 2, 576, 'TA'),
    (109, 'Attchd', 1, 299, 'TA'),
    (110, 'Attchd', 2, 484, 'TA'),
    (111, 'Attchd', 2, 675, 'TA'),
    (112, 'Attchd', 1, 308, 'TA'),
    (113, 'Attchd', 2, 494, 'TA'),
    (114, 'Attchd', 2, 500, 'TA'),
    (115, 'Attchd', 2, 660, 'TA'),
    (116, 'Attchd', 2, 564, 'TA'),
    (117, 'BuiltIn', 3, 868, 'TA'),
    (118, 'Attchd', 2, 685, 'TA'),
    (119, 'BuiltIn', 2, 683, 'TA'),
    (120, 'Attchd', 3, 843, 'TA'),
    (121, 'Attchd', 2, 552, 'TA'),
    (122, 'Attchd', 3, 888, 'TA'),
    (124, 'Attchd', 2, 521, 'TA'),
    (127, 'Attchd', 2, 639, 'TA'),
    (129, 'Detchd', 2, 600, 'TA'),
    (130, 'Attchd', 2, 400, 'TA'),
    (133, 'Attchd', 2, 493, 'TA'),
    (135, 'Attchd', 2, 508, 'TA'),
    (137, 'Attchd', 2, 546, 'TA'),
    (138, 'Attchd', 2, 527, 'TA'),
    (139, 'Attchd', 2, 670, 'TA'),
    (142, 'Attchd', 2, 530, 'TA'),
    (143, 'Detchd', 2, 576, 'TA'),
    (144, 'Attchd', 3, 736, 'TA'),
    (146, 'Attchd', 2, 512, 'TA'),
    (147, 'Attchd', 2, 540, 'TA'),
    (149, 'Attchd', 2, 606, 'TA'),
    (152, 'Attchd', 2, 541, 'TA'),
    (153, 'Attchd', 2, 572, 'TA'),
    (155, 'Attchd', 2, 578, 'TA'),
    (157, 'Attchd', 3, 865, 'TA'),
    (159, 'Attchd', 2, 410, 'TA'),
    (161, 'Attchd', 2, 595, 'TA'),
    (162, 'Attchd', 2, 613, 'TA'),
    (164, 'Attchd', 1, 338, 'TA'),
    (165, 'Detchd', 2, 576, 'Fa'),
    (166, 'Attchd', 2, 523, 'TA'),
    (167, 'Attchd', 1, 336, 'TA'),
    (168, 'Detchd', 1, 252, 'TA'),
    (169, 'Attchd', 2, 522, 'TA'),
    (170, 'Attchd', 2, 570, 'TA'),
    (171, 'Attchd', 3, 868, 'TA'),
    (173, 'Detchd', 1, 396, 'TA'),
    (174, 'Attchd', 2, 531, 'TA'),
    (175, 'Attchd', 2, 702, 'TA'),
    (176, 'Attchd', 2, 779, 'TA'),
    (179, 'Attchd', 1, 328, 'TA'),
    (180, 'Attchd', 2, 478, 'TA'),
    (181, 'Attchd', 2, 632, 'TA'),
    (183, 'Attchd', 3, 900, 'TA'),
    (185, 'Detchd', 2, 672, 'TA'),
    (186, 'Attchd', 2, 440, 'TA'),
    (187, 'Attchd', 2, 586, 'TA'),
    (189, 'Attchd', 1, 299, 'TA'),
    (190, 'Attchd', 2, 527, 'TA'),
    (191, 'Attchd', 2, 440, 'TA'),
    (192, 'Attchd', 3, 782, 'TA'),
    (193, 'BuiltIn', 3, 1052, 'TA'),
    (194, 'Attchd', 3, 776, 'TA'),
    (195, 'Attchd', 2, 493, 'TA'),
    (196, 'Attchd', 2, 573, 'TA'),
    (200, 'BuiltIn', 2, 434, 'TA'),
    (203, 'Attchd', 2, 544, 'TA'),
    (204, 'Detchd', 2, 484, 'TA'),
    (205, 'Detchd', 2, 480, 'TA'),
    (206, 'Attchd', 2, 508, 'TA'),
    (207, 'Attchd', 3, 860, 'TA'),
    (208, 'Attchd', 3, 748, 'TA'),
    (209, 'Detchd', 2, 576, 'TA'),
    (210, 'BuiltIn', 2, 492, 'TA'),
    (212, 'Attchd', 2, 647, 'TA'),
    (213, 'Attchd', 2, 440, 'TA'),
    (215, 'Attchd', 2, 588, 'TA'),
    (216, 'Attchd', 2, 502, 'TA'),
    (217, 'Detchd', 2, 583, 'TA'),
    (218, 'Attchd', 2, 541, 'TA'),
    (219, 'Attchd', 2, 662, 'TA'),
    (221, 'Attchd', 2, 622, 'TA'),
    (222, 'Attchd', 2, 626, 'TA'),
    (223, 'Attchd', 2, 556, 'TA'),
    (225, 'Detchd', 2, 432, 'TA'),
    (227, 'Detchd', 1, 180, 'TA'),
    (228, 'Detchd', 1, 216, 'TA'),
    (229, 'Detchd', 2, 440, 'TA'),
    (230, 'Attchd', 2, 431, 'TA'),
    (232, 'Attchd', 1, 308, 'TA'),
    (233, 'Detchd', 3, 864, 'TA'),
    (234, 'Detchd', 1, 352, 'TA'),
    (236, 'Attchd', 2, 484, 'TA'),
    (239, 'Attchd', 2, 484, 'TA'),
    (241, 'Basment', 2, 380, 'TA'),
    (243, 'Detchd', 1, 252, 'Fa'),
    (244, 'Attchd', 2, 416, 'TA'),
    (248, 'Attchd', 1, 180, 'TA'),
    (250, 'Detchd', 1, 180, 'TA'),
    (251, 'Basment', 1, 240, 'TA'),
    (252, 'Detchd', 2, 432, 'Fa'),
    (253, 'Attchd', 1, 240, 'TA'),
    (254, 'Attchd', 1, 234, 'TA'),
    (256, 'Detchd', 2, 924, 'TA'),
    (257, 'Detchd', 2, 360, 'TA'),
    (260, 'Detchd', 2, 400, 'TA'),
    (261, 'BuiltIn', 3, 1014, 'TA'),
    (262, 'Detchd', 2, 552, 'TA'),
    (263, 'Attchd', 1, 213, 'TA'),
    (264, 'Attchd', 2, 567, 'TA'),
    (265, 'Detchd', 2, 342, 'Fa'),
    (266, 'Attchd', 2, 540, 'TA'),
    (267, 'Detchd', 2, 672, 'TA'),
    (269, 'Attchd', 1, 432, 'TA'),
    (271, 'Attchd', 1, 325, 'TA'),
    (272, 'Attchd', 2, 430, 'TA'),
    (275, 'Attchd', 1, 252, 'TA'),
    (276, 'Attchd', 2, 440, 'TA'),
    (278, 'Attchd', 2, 460, 'TA'),
    (279, 'Detchd', 1, 220, 'TA'),
    (281, 'Attchd', 1, 281, 'TA'),
    (282, 'Detchd', 2, 539, 'TA'),
    (283, 'Detchd', 1, 200, 'Fa'),
    (284, 'BuiltIn', 2, 672, 'TA'),
    (287, 'Detchd', 1, 352, 'TA'),
    (289, 'Attchd', 1, 596, 'TA'),
    (290, 'Attchd', 1, 350, 'TA'),
    (291, 'Detchd', 1, 240, 'TA'),
    (292, 'Detchd', 2, 528, 'TA'),
